Date,Category1,Category2,Category3,Maker,Sales,Identifier
2011-10-03,Dishwashers,null,null,Sugiura,1179.0,KR2Q6QT8PE
2011-10-03,Dishwashers,null,null,Katayama,1122.0,ZWNGQMERMH
2011-10-03,Ovens,&,Cooktops,Sugiura,2529.0,LBABGBBMJJ
2011-10-03,Televisions,null,null,Katayama,74.0,VZAQLWEGXU
2011-10-03,Ovens,&,Cooktops,Omuro,35821.0,HWTFIGIXOL
2011-10-03,Ovens,&,Cooktops,Shimada,1608.0,WVJTPVZKAQ
2011-10-03,Air,Conditioners,null,Yoshikawa,,NTMMOBBPEE
2011-10-03,Vacuum,Cleaners,null,Akaza,452.0,ZBYVQNRPUP
2011-10-03,Washers,&,Dryers,Shimada,5029.0,RBRMDIXXGL
2011-10-03,Air,Conditioners,null,Funami,1069.0,HWQKLKDVSB
2011-10-03,Washers,&,Dryers,Okamoto,,FUFHZH9WRW
2011-10-03,Vacuum,Cleaners,null,Funami,456.0,VEWPPXWTWS
2011-10-03,Refrigerators,null,null,Nanase,,GQUIAFQIRH
2011-10-03,Water,Pumps,null,Funami,,ZJPMAJIMIT
2011-10-03,Televisions,null,null,Shimada,235.0,GHOAPVUVYL
2011-10-03,Refrigerators,null,null,Hisami,114.0,MXC7NMNBIW
2011-10-03,Water,Pumps,null,Yoshikawa,1730.0,TLSY3MWMK8
2011-10-03,Rice,Cookers,null,Ikeda,822.0,JYINACMKHE
2011-10-03,Rice,Cookers,null,Furutani,3238.0,ZJZZJNDFOZ
2011-10-03,Refrigerators,null,null,Omuro,7334.0,FUWHINIXUA
2011-10-03,Refrigerators,null,null,Funami,1051.0,BIBIOOIHA
2011-10-03,Ovens,&,Cooktops,Ikeda,189.0,ZTEIJGNYNC
2011-10-03,Rice,Cookers,null,Funami,2387.0,YPD6CTR0JA
2011-10-03,Rice,Cookers,null,Matsumoto,2180.0,TJLYGOSEBQ
2011-10-03,Refrigerators,null,null,Akaza,1249.0,XVIOZZOUTN
2011-10-03,Dishwashers,null,null,Nanase,2790.0,AVXSMNNRDX
2011-10-03,Televisions,null,null,Okamoto,613.0,HANYALJGGA
2011-10-03,Water,Pumps,null,Furutani,7983.0,FVDHIZGQRC
2011-10-03,Vacuum,Cleaners,null,Hisami,804.0,VNZSEQOSNP
2011-10-03,Water,Heaters,null,Sugiura,427.0,UPJKNMIDRB
2011-10-03,Refrigerators,null,null,Shimada,1549.0,SFCA6H6QNU
2011-10-03,Rice,Cookers,null,Akaza,417.0,KSNN8R2CCO
2011-10-03,Ovens,&,Cooktops,Toshino,3148.0,LFIEXBAPFQ
2011-10-03,Washers,&,Dryers,Kikuma,925.0,QFY2WV5LUE
2011-10-03,Air,Conditioners,null,Toshino,2883.0,RVFWTWSMNU
2011-10-03,Rice,Cookers,null,Toshino,4850.0,ECQPIOYXZO
2011-10-03,Washers,&,Dryers,Akaza,5891.0,VUQUQMHODG
2011-10-03,Water,Heaters,null,Furutani,292.0,PF4KB33DVZ
2011-10-03,Refrigerators,null,null,Yoshikawa,4272.0,UG2IU3EFWI
2011-10-03,Vacuum,Cleaners,null,Hayashida,,GCPKFKSEWG
2011-10-03,Washers,&,Dryers,Hayashida,1354.0,AHJK2FTTBH
2011-10-03,Dishwashers,null,null,Matsumoto,688.0,UPHDCCFDRL
2011-10-03,Air,Conditioners,null,Akaza,1071.0,IVOI4I03JA
2011-10-03,Ovens,&,Cooktops,Akaza,368.0,PHFB77Q5OA
2011-10-03,Vacuum,Cleaners,null,Toshino,484.0,NHXJMH55UY
2011-10-04,Washers,&,Dryers,Akaza,5852.0,VUQUQMHODG
2011-10-04,Ovens,&,Cooktops,Ikeda,175.0,ZTEIJGNYNC
2011-10-04,Ovens,&,Cooktops,Shimada,,WVJTPVZKAQ
2011-10-04,Refrigerators,null,null,Yoshikawa,3968.0,UG2IU3EFWI
2011-10-04,Dishwashers,null,null,Katayama,1096.0,ZWNGQMERMH
2011-10-04,Rice,Cookers,null,Akaza,411.0,KSNN8R2CCO
2011-10-04,Refrigerators,null,null,Funami,996.0,BIBIOOIHA
2011-10-04,Rice,Cookers,null,Toshino,4608.0,ECQPIOYXZO
2011-10-04,Rice,Cookers,null,Matsumoto,2221.0,TJLYGOSEBQ
2011-10-04,Refrigerators,null,null,Omuro,7224.0,FUWHINIXUA
2011-10-04,Refrigerators,null,null,Akaza,1204.0,XVIOZZOUTN
2011-10-04,Dishwashers,null,null,Nanase,2596.0,AVXSMNNRDX
2011-10-04,Washers,&,Dryers,Hayashida,,AHJK2FTTBH
2011-10-04,Water,Pumps,null,Furutani,7893.0,FVDHIZGQRC
2011-10-04,Televisions,null,null,Okamoto,625.0,HANYALJGGA
2011-10-04,Vacuum,Cleaners,null,Hisami,782.0,VNZSEQOSNP
2011-10-04,Vacuum,Cleaners,null,Toshino,465.0,NHXJMH55UY
2011-10-04,Water,Heaters,null,Sugiura,436.0,UPJKNMIDRB
2011-10-04,Refrigerators,null,null,Shimada,1431.0,SFCA6H6QNU
2011-10-04,Rice,Cookers,null,Funami,,YPD6CTR0JA
2011-10-04,Ovens,&,Cooktops,Sugiura,2531.0,LBABGBBMJJ
2011-10-04,Vacuum,Cleaners,null,Funami,438.0,VEWPPXWTWS
2011-10-04,Ovens,&,Cooktops,Akaza,361.0,PHFB77Q5OA
2011-10-04,Ovens,&,Cooktops,Toshino,2885.0,LFIEXBAPFQ
2011-10-04,Rice,Cookers,null,Furutani,3137.0,ZJZZJNDFOZ
2011-10-04,Air,Conditioners,null,Toshino,2789.0,RVFWTWSMNU
2011-10-04,Ovens,&,Cooktops,Omuro,34583.0,HWTFIGIXOL
2011-10-04,Vacuum,Cleaners,null,Akaza,444.0,ZBYVQNRPUP
2011-10-04,Dishwashers,null,null,Sugiura,1198.0,KR2Q6QT8PE
2011-10-04,Washers,&,Dryers,Shimada,5306.0,RBRMDIXXGL
2011-10-04,Televisions,null,null,Katayama,67.0,VZAQLWEGXU
2011-10-04,Air,Conditioners,null,Funami,1056.0,HWQKLKDVSB
2011-10-04,Rice,Cookers,null,Ikeda,814.0,JYINACMKHE
2011-10-04,Washers,&,Dryers,Okamoto,2234.0,FUFHZH9WRW
2011-10-04,Washers,&,Dryers,Kikuma,900.0,QFY2WV5LUE
2011-10-04,Air,Conditioners,null,Akaza,1037.0,IVOI4I03JA
2011-10-04,Air,Conditioners,null,Yoshikawa,1887.0,NTMMOBBPEE
2011-10-04,Water,Pumps,null,Yoshikawa,1709.0,TLSY3MWMK8
2011-10-04,Refrigerators,null,null,Nanase,494.0,GQUIAFQIRH
2011-10-04,Vacuum,Cleaners,null,Hayashida,169.0,GCPKFKSEWG
2011-10-04,Dishwashers,null,null,Matsumoto,666.0,UPHDCCFDRL
2011-10-04,Refrigerators,null,null,Hisami,115.0,MXC7NMNBIW
2011-10-04,Water,Pumps,null,Funami,12013.0,ZJPMAJIMIT
2011-10-04,Water,Heaters,null,Furutani,281.0,PF4KB33DVZ
2011-10-04,Televisions,null,null,Shimada,219.0,GHOAPVUVYL
2011-10-05,Ovens,&,Cooktops,Omuro,35593.0,HWTFIGIXOL
2011-10-05,Rice,Cookers,null,Akaza,432.0,KSNN8R2CCO
2011-10-05,Vacuum,Cleaners,null,Akaza,453.0,ZBYVQNRPUP
2011-10-05,Refrigerators,null,null,Yoshikawa,4020.0,UG2IU3EFWI
2011-10-05,Washers,&,Dryers,Hayashida,1327.0,AHJK2FTTBH
2011-10-05,Air,Conditioners,null,Funami,1087.0,HWQKLKDVSB
2011-10-05,Ovens,&,Cooktops,Shimada,1531.0,WVJTPVZKAQ
2011-10-05,Televisions,null,null,Okamoto,632.0,HANYALJGGA
2011-10-05,Ovens,&,Cooktops,Akaza,356.0,PHFB77Q5OA
2011-10-05,Rice,Cookers,null,Furutani,3168.0,ZJZZJNDFOZ
2011-10-05,Air,Conditioners,null,Akaza,1043.0,IVOI4I03JA
2011-10-05,Washers,&,Dryers,Akaza,5723.0,VUQUQMHODG
2011-10-05,Water,Pumps,null,Furutani,7878.0,FVDHIZGQRC
2011-10-05,Dishwashers,null,null,Nanase,2630.0,AVXSMNNRDX
2011-10-05,Air,Conditioners,null,Toshino,2833.0,RVFWTWSMNU
2011-10-05,Dishwashers,null,null,Matsumoto,661.0,UPHDCCFDRL
2011-10-05,Vacuum,Cleaners,null,Hayashida,171.0,GCPKFKSEWG
2011-10-05,Water,Heaters,null,Furutani,276.0,PF4KB33DVZ
2011-10-05,Refrigerators,null,null,Akaza,,XVIOZZOUTN
2011-10-05,Rice,Cookers,null,Matsumoto,2205.0,TJLYGOSEBQ
2011-10-05,Ovens,&,Cooktops,Sugiura,2491.0,LBABGBBMJJ
2011-10-05,Ovens,&,Cooktops,Toshino,2789.0,LFIEXBAPFQ
2011-10-05,Rice,Cookers,null,Toshino,4626.0,ECQPIOYXZO
2011-10-05,Rice,Cookers,null,Funami,2500.0,YPD6CTR0JA
2011-10-05,Washers,&,Dryers,Okamoto,2220.0,FUFHZH9WRW
