Date,Category1,Category2,Category3,Maker,Sales,Identifier
2012-04-02,Rice,Cookers,null,Akaza,665.0,KSNN8R2CCO
2012-04-02,Dishwashers,null,null,Sugiura,1554.0,KR2Q6QT8PE
2012-04-02,Rice,Cookers,null,Matsumoto,2769.0,TJLYGOSEBQ
2012-04-02,Vacuum,Cleaners,null,Hayashida,214.0,GCPKFKSEWG
2012-04-02,Refrigerators,null,null,Yoshikawa,4595.0,UG2IU3EFWI
2012-04-02,Washers,&,Dryers,Hayashida,1869.0,AHJK2FTTBH
2012-04-02,Water,Pumps,null,Yoshikawa,2548.0,TLSY3MWMK8
2012-04-02,Rice,Cookers,null,Funami,2716.0,YPD6CTR0JA
2012-04-02,Washers,&,Dryers,Kikuma,1148.0,QFY2WV5LUE
2012-04-02,Ovens,&,Cooktops,Omuro,44885.0,HWTFIGIXOL
2012-04-02,Washers,&,Dryers,Shimada,7718.0,RBRMDIXXGL
2012-04-02,Ovens,&,Cooktops,Sugiura,3748.0,LBABGBBMJJ
2012-04-02,Air,Conditioners,null,Yoshikawa,1886.0,NTMMOBBPEE
2012-04-02,Air,Conditioners,null,Toshino,3462.0,RVFWTWSMNU
2012-04-02,Air,Conditioners,null,Funami,1400.0,HWQKLKDVSB
2012-04-02,Refrigerators,null,null,Funami,1234.0,BIBIOOIHA
2012-04-02,Vacuum,Cleaners,null,Akaza,717.0,ZBYVQNRPUP
2012-04-02,Water,Heaters,null,Furutani,611.0,PF4KB33DVZ
2012-04-02,Rice,Cookers,null,Furutani,4041.0,ZJZZJNDFOZ
2012-04-02,Water,Pumps,null,Furutani,12416.0,FVDHIZGQRC
2012-04-02,Vacuum,Cleaners,null,Hisami,1326.0,VNZSEQOSNP
2012-04-02,Refrigerators,null,null,Hisami,146.0,MXC7NMNBIW
2012-04-02,Washers,&,Dryers,Okamoto,2672.0,FUFHZH9WRW
2012-04-02,Rice,Cookers,null,Ikeda,812.0,JYINACMKHE
2012-04-02,Dishwashers,null,null,Katayama,1259.0,ZWNGQMERMH
2012-04-02,Televisions,null,null,Okamoto,717.0,HANYALJGGA
2012-04-02,Air,Conditioners,null,Akaza,1164.0,IVOI4I03JA
2012-04-02,Ovens,&,Cooktops,Akaza,406.0,PHFB77Q5OA
2012-04-02,Water,Heaters,null,Sugiura,840.0,UPJKNMIDRB
2012-04-02,Ovens,&,Cooktops,Ikeda,224.0,ZTEIJGNYNC
2012-04-02,Vacuum,Cleaners,null,Funami,845.0,VEWPPXWTWS
