Date,Category1,Category2,Category3,Maker,Sales,Identifier
2019-01-01,Washers,&,Dryers,Akaza,8245.0,VUQUQMHODG
2019-01-01,Ovens,&,Cooktops,Shimada,1220.0,WVJTPVZKAQ
2019-01-01,Rice,Cookers,null,Toshino,7462.0,ECQPIOYXZO
2019-01-01,Air,Conditioners,null,Toshino,7360.0,RVFWTWSMNU
2019-01-01,Refrigerators,null,null,Omuro,25983.0,FUWHINIXUA
2019-01-01,Dishwashers,null,null,Nanase,3255.0,AVXSMNNRDX
2019-01-01,Water,Heaters,null,Sugiura,1659.0,UPJKNMIDRB
2019-01-01,Rice,Cookers,null,Ikeda,2145.0,JYINACMKHE
2019-01-01,Washers,&,Dryers,Hayashida,2214.0,AHJK2FTTBH
2019-01-01,Vacuum,Cleaners,null,Funami,805.0,VEWPPXWTWS
2019-01-01,Televisions,null,null,Katayama,6507.0,VZAQLWEGXU
2019-01-01,Dishwashers,null,null,Katayama,748.0,ZWNGQMERMH
2019-01-01,Ovens,&,Cooktops,Ikeda,340.0,ZTEIJGNYNC
2019-01-01,Televisions,null,null,Kikuma,417.0,FRBLLORNXN
2019-01-01,Rice,Cookers,null,Akaza,2624.0,KSNN8R2CCO
2019-01-01,Refrigerators,null,null,Akaza,621.0,XVIOZZOUTN
2019-01-01,Refrigerators,null,null,Hisami,310.0,MXC7NMNBIW
2019-01-01,Televisions,null,null,Okamoto,1510.0,HANYALJGGA
2019-01-01,Dishwashers,null,null,Sugiura,772.0,KR2Q6QT8PE
2019-01-01,Vacuum,Cleaners,null,Toshino,197.0,NHXJMH55UY
2019-01-01,Water,Heaters,null,Yoshikawa,371.0,DUVTZNWNAB
2019-01-01,Dishwashers,null,null,Ikeda,321.0,HO4RC4RTDS
2019-01-01,Water,Pumps,null,Yoshikawa,1891.0,TLSY3MWMK8
2019-01-01,Refrigerators,null,null,Funami,910.0,BIBIOOIHA
2019-01-01,Vacuum,Cleaners,null,Hisami,1250.0,VNZSEQOSNP
2019-01-01,Water,Heaters,null,Omuro,1671.0,POEZMGDXLN
2019-01-01,Ovens,&,Cooktops,Toshino,4295.0,LFIEXBAPFQ
2019-01-01,Televisions,null,null,Shimada,2600.0,GHOAPVUVYL
2019-01-01,Washers,&,Dryers,Kikuma,1907.0,QFY2WV5LUE
2019-01-01,Water,Pumps,null,Furutani,11510.0,FVDHIZGQRC
2019-01-01,Ovens,&,Cooktops,Omuro,20270.0,HWTFIGIXOL
2019-01-01,Water,Pumps,null,Ikeda,1751.0,VYD6DV2OVE
2019-01-01,Ovens,&,Cooktops,Sugiura,2117.0,LBABGBBMJJ
