Date,Category1,Category2,Category3,Maker,Sales,Identifier
2016-10-03,Vacuum,Cleaners,null,Funami,1785.0,VEWPPXWTWS
2016-10-03,Rice,Cookers,null,Matsumoto,3786.0,TJLYGOSEBQ
2016-10-03,Water,Heaters,null,Furutani,4160.0,PF4KB33DVZ
2016-10-03,Air,Conditioners,null,Akaza,1925.0,IVOI4I03JA
2016-10-03,Air,Conditioners,null,Toshino,5623.0,RVFWTWSMNU
2016-10-03,Ovens,&,Cooktops,Akaza,289.0,PHFB77Q5OA
2016-10-03,Rice,Cookers,null,Toshino,9170.0,ECQPIOYXZO
2016-10-03,Dishwashers,null,null,Katayama,829.0,ZWNGQMERMH
2016-10-03,Water,Heaters,null,Ikeda,933.0,AHSRVKIOLJ
2016-10-03,Ovens,&,Cooktops,Toshino,1999.0,LFIEXBAPFQ
2016-10-03,Rice,Cookers,null,Funami,9771.0,YPD6CTR0JA
2016-10-03,Rice,Cookers,null,Ikeda,1770.0,JYINACMKHE
2016-10-03,Dishwashers,null,null,Matsumoto,812.0,UPHDCCFDRL
2016-10-03,Vacuum,Cleaners,null,Hisami,2248.0,VNZSEQOSNP
2016-10-03,Vacuum,Cleaners,null,Hayashida,691.0,GCPKFKSEWG
2016-10-03,Ovens,&,Cooktops,Shimada,1294.0,WVJTPVZKAQ
2016-10-03,Water,Heaters,null,Omuro,2686.0,POEZMGDXLN
2016-10-03,Dishwashers,null,null,Sugiura,796.0,KR2Q6QT8PE
2016-10-03,Washers,&,Dryers,Okamoto,1469.0,FUFHZH9WRW
2016-10-03,Televisions,null,null,Kikuma,279.0,FRBLLORNXN
2016-10-03,Air,Conditioners,null,Yoshikawa,5627.0,NTMMOBBPEE
2016-10-03,Rice,Cookers,null,Akaza,1523.0,KSNN8R2CCO
2016-10-03,Water,Pumps,null,Yoshikawa,1052.0,TLSY3MWMK8
2016-10-03,Refrigerators,null,null,Omuro,15985.0,FUWHINIXUA
2016-10-03,Refrigerators,null,null,Nanase,873.0,GQUIAFQIRH
2016-10-03,Air,Conditioners,null,Funami,2447.0,HWQKLKDVSB
2016-10-03,Ovens,&,Cooktops,Ikeda,477.0,ZTEIJGNYNC
2016-10-03,Washers,&,Dryers,Kikuma,2103.0,QFY2WV5LUE
2016-10-03,Refrigerators,null,null,Funami,884.0,BIBIOOIHA
2016-10-03,Ovens,&,Cooktops,Sugiura,2860.0,LBABGBBMJJ
2016-10-03,Refrigerators,null,null,Hisami,323.0,MXC7NMNBIW
2016-10-03,Dishwashers,null,null,Nanase,3121.0,AVXSMNNRDX
2016-10-03,Refrigerators,null,null,Yoshikawa,4097.0,UG2IU3EFWI
2016-10-03,Televisions,null,null,Okamoto,1719.0,HANYALJGGA
2016-10-03,Rice,Cookers,null,Furutani,9053.0,ZJZZJNDFOZ
2016-10-03,Vacuum,Cleaners,null,Akaza,1653.0,ZBYVQNRPUP
2016-10-03,Water,Pumps,null,Ikeda,1720.0,VYD6DV2OVE
2016-10-03,Televisions,null,null,Shimada,2653.0,GHOAPVUVYL
2016-10-03,Water,Pumps,null,Furutani,,FVDHIZGQRC
2016-10-03,Water,Pumps,null,Funami,17807.0,ZJPMAJIMIT
2016-10-03,Washers,&,Dryers,Akaza,8458.0,VUQUQMHODG
2016-10-03,Vacuum,Cleaners,null,Toshino,787.0,NHXJMH55UY
2016-10-03,Water,Heaters,null,Sugiura,2709.0,UPJKNMIDRB
2016-10-03,Washers,&,Dryers,Shimada,,RBRMDIXXGL
2016-10-03,Ovens,&,Cooktops,Omuro,11217.0,HWTFIGIXOL
2016-10-03,Televisions,null,null,Katayama,2502.0,VZAQLWEGXU
2016-10-03,Water,Heaters,null,Yoshikawa,526.0,DUVTZNWNAB
2016-10-03,Refrigerators,null,null,Akaza,607.0,XVIOZZOUTN
2016-10-03,Washers,&,Dryers,Hayashida,867.0,AHJK2FTTBH
2016-10-03,Refrigerators,null,null,Shimada,2999.0,SFCA6H6QNU
2016-10-04,Rice,Cookers,null,Matsumoto,3762.0,TJLYGOSEBQ
2016-10-04,Vacuum,Cleaners,null,Funami,1783.0,VEWPPXWTWS
2016-10-04,Washers,&,Dryers,Okamoto,1452.0,FUFHZH9WRW
2016-10-04,Water,Pumps,null,Furutani,10660.0,FVDHIZGQRC
2016-10-04,Rice,Cookers,null,Ikeda,1745.0,JYINACMKHE
2016-10-04,Ovens,&,Cooktops,Sugiura,2903.0,LBABGBBMJJ
2016-10-04,Refrigerators,null,null,Hisami,315.0,MXC7NMNBIW
2016-10-04,Air,Conditioners,null,Toshino,5616.0,RVFWTWSMNU
2016-10-04,Dishwashers,null,null,Sugiura,835.0,KR2Q6QT8PE
2016-10-04,Ovens,&,Cooktops,Shimada,1304.0,WVJTPVZKAQ
2016-10-04,Refrigerators,null,null,Shimada,2992.0,SFCA6H6QNU
2016-10-04,Dishwashers,null,null,Nanase,2951.0,AVXSMNNRDX
2016-10-04,Dishwashers,null,null,Matsumoto,780.0,UPHDCCFDRL
2016-10-04,Water,Heaters,null,Sugiura,2681.0,UPJKNMIDRB
2016-10-04,Washers,&,Dryers,Akaza,8614.0,VUQUQMHODG
2016-10-04,Water,Pumps,null,Yoshikawa,1041.0,TLSY3MWMK8
2016-10-04,Ovens,&,Cooktops,Akaza,289.0,PHFB77Q5OA
2016-10-04,Televisions,null,null,Katayama,2437.0,VZAQLWEGXU
2016-10-04,Dishwashers,null,null,Katayama,819.0,ZWNGQMERMH
2016-10-04,Water,Heaters,null,Ikeda,932.0,AHSRVKIOLJ
2016-10-04,Vacuum,Cleaners,null,Toshino,786.0,NHXJMH55UY
2016-10-04,Vacuum,Cleaners,null,Hisami,2210.0,VNZSEQOSNP
2016-10-04,Air,Conditioners,null,Funami,2461.0,HWQKLKDVSB
2016-10-04,Washers,&,Dryers,Hayashida,856.0,AHJK2FTTBH
2016-10-04,Televisions,null,null,Okamoto,1744.0,HANYALJGGA
2016-10-04,Washers,&,Dryers,Kikuma,2101.0,QFY2WV5LUE
2016-10-04,Water,Pumps,null,Funami,17782.0,ZJPMAJIMIT
2016-10-04,Air,Conditioners,null,Yoshikawa,5596.0,NTMMOBBPEE
2016-10-04,Refrigerators,null,null,Yoshikawa,4073.0,UG2IU3EFWI
2016-10-04,Ovens,&,Cooktops,Omuro,11415.0,HWTFIGIXOL
2016-10-04,Refrigerators,null,null,Nanase,874.0,GQUIAFQIRH
2016-10-04,Refrigerators,null,null,Funami,909.0,BIBIOOIHA
2016-10-04,Refrigerators,null,null,Omuro,15935.0,FUWHINIXUA
2016-10-04,Water,Heaters,null,Furutani,4080.0,PF4KB33DVZ
2016-10-04,Washers,&,Dryers,Shimada,1321.0,RBRMDIXXGL
2016-10-04,Air,Conditioners,null,Akaza,1985.0,IVOI4I03JA
2016-10-04,Televisions,null,null,Shimada,2597.0,GHOAPVUVYL
2016-10-04,Refrigerators,null,null,Akaza,586.0,XVIOZZOUTN
2016-10-04,Vacuum,Cleaners,null,Akaza,,ZBYVQNRPUP
2016-10-04,Rice,Cookers,null,Furutani,9033.0,ZJZZJNDFOZ
2016-10-04,Water,Pumps,null,Ikeda,1735.0,VYD6DV2OVE
2016-10-04,Water,Heaters,null,Yoshikawa,567.0,DUVTZNWNAB
2016-10-04,Rice,Cookers,null,Toshino,8946.0,ECQPIOYXZO
2016-10-04,Water,Heaters,null,Omuro,2690.0,POEZMGDXLN
2016-10-04,Vacuum,Cleaners,null,Hayashida,691.0,GCPKFKSEWG
2016-10-04,Televisions,null,null,Kikuma,275.0,FRBLLORNXN
2016-10-04,Ovens,&,Cooktops,Toshino,2060.0,LFIEXBAPFQ
2016-10-04,Ovens,&,Cooktops,Ikeda,469.0,ZTEIJGNYNC
2016-10-04,Rice,Cookers,null,Akaza,1524.0,KSNN8R2CCO
2016-10-04,Rice,Cookers,null,Funami,9740.0,YPD6CTR0JA
2016-10-05,Rice,Cookers,null,Furutani,,ZJZZJNDFOZ
2016-10-05,Refrigerators,null,null,Omuro,15778.0,FUWHINIXUA
2016-10-05,Televisions,null,null,Okamoto,1714.0,HANYALJGGA
2016-10-05,Ovens,&,Cooktops,Toshino,2045.0,LFIEXBAPFQ
2016-10-05,Water,Heaters,null,Omuro,2619.0,POEZMGDXLN
2016-10-05,Washers,&,Dryers,Hayashida,859.0,AHJK2FTTBH
2016-10-05,Refrigerators,null,null,Nanase,867.0,GQUIAFQIRH
2016-10-05,Water,Pumps,null,Ikeda,1690.0,VYD6DV2OVE
2016-10-05,Vacuum,Cleaners,null,Toshino,777.0,NHXJMH55UY
2016-10-05,Water,Heaters,null,Yoshikawa,566.0,DUVTZNWNAB
2016-10-05,Televisions,null,null,Katayama,2496.0,VZAQLWEGXU
2016-10-05,Rice,Cookers,null,Ikeda,1737.0,JYINACMKHE
