Date,Category1,Category2,Category3,Maker,Sales,Identifier
2018-04-02,Water,Heaters,null,Sugiura,1701.0,UPJKNMIDRB
2018-04-02,Washers,&,Dryers,Kikuma,2377.0,QFY2WV5LUE
2018-04-02,Vacuum,Cleaners,null,Funami,,VEWPPXWTWS
2018-04-02,Televisions,null,null,Kikuma,342.0,FRBLLORNXN
2018-04-02,Rice,Cookers,null,Funami,8358.0,YPD6CTR0JA
2018-04-02,Rice,Cookers,null,Toshino,7351.0,ECQPIOYXZO
2018-04-02,Ovens,&,Cooktops,Sugiura,2313.0,LBABGBBMJJ
2018-04-02,Televisions,null,null,Shimada,2199.0,GHOAPVUVYL
2018-04-02,Water,Heaters,null,Furutani,2749.0,PF4KB33DVZ
2018-04-02,Ovens,&,Cooktops,Ikeda,471.0,ZTEIJGNYNC
2018-04-02,Air,Conditioners,null,Akaza,3730.0,IVOI4I03JA
2018-04-02,Refrigerators,null,null,Funami,1160.0,BIBIOOIHA
2018-04-02,Refrigerators,null,null,Hisami,428.0,MXC7NMNBIW
2018-04-02,Vacuum,Cleaners,null,Toshino,384.0,NHXJMH55UY
2018-04-02,Ovens,&,Cooktops,Omuro,28604.0,HWTFIGIXOL
2018-04-02,Vacuum,Cleaners,null,Akaza,1193.0,ZBYVQNRPUP
2018-04-02,Refrigerators,null,null,Nanase,996.0,GQUIAFQIRH
2018-04-02,Washers,&,Dryers,Okamoto,831.0,FUFHZH9WRW
2018-04-02,Air,Conditioners,null,Toshino,7845.0,RVFWTWSMNU
2018-04-02,Vacuum,Cleaners,null,Hayashida,628.0,GCPKFKSEWG
2018-04-02,Water,Heaters,null,Yoshikawa,421.0,DUVTZNWNAB
2018-04-02,Rice,Cookers,null,Ikeda,1588.0,JYINACMKHE
2018-04-02,Ovens,&,Cooktops,Akaza,1040.0,PHFB77Q5OA
2018-04-02,Dishwashers,null,null,Nanase,2868.0,AVXSMNNRDX
2018-04-02,Washers,&,Dryers,Shimada,1255.0,RBRMDIXXGL
2018-04-02,Refrigerators,null,null,Shimada,3605.0,SFCA6H6QNU
2018-04-02,Water,Pumps,null,Yoshikawa,795.0,TLSY3MWMK8
