Date,Category1,Category2,Category3,Maker,Sales,Identifier
2018-07-02,Vacuum,Cleaners,null,Akaza,,ZBYVQNRPUP
2018-07-02,Refrigerators,null,null,Hisami,314.0,MXC7NMNBIW
2018-07-02,Rice,Cookers,null,Toshino,6521.0,ECQPIOYXZO
2018-07-02,Rice,Cookers,null,Ikeda,1612.0,JYINACMKHE
2018-07-02,Washers,&,Dryers,Kikuma,1904.0,QFY2WV5LUE
2018-07-02,Refrigerators,null,null,Akaza,585.0,XVIOZZOUTN
2018-07-02,Refrigerators,null,null,Shimada,3962.0,SFCA6H6QNU
2018-07-02,Water,Heaters,null,Yoshikawa,366.0,DUVTZNWNAB
2018-07-02,Refrigerators,null,null,Nanase,853.0,GQUIAFQIRH
2018-07-02,Air,Conditioners,null,Akaza,2366.0,IVOI4I03JA
2018-07-02,Water,Pumps,null,Furutani,6973.0,FVDHIZGQRC
2018-07-02,Ovens,&,Cooktops,Akaza,,PHFB77Q5OA
2018-07-02,Ovens,&,Cooktops,Shimada,1739.0,WVJTPVZKAQ
2018-07-02,Washers,&,Dryers,Hayashida,,AHJK2FTTBH
2018-07-02,Water,Heaters,null,Ikeda,405.0,AHSRVKIOLJ
2018-07-02,Ovens,&,Cooktops,Toshino,3994.0,LFIEXBAPFQ
2018-07-02,Water,Pumps,null,Yoshikawa,549.0,TLSY3MWMK8
2018-07-02,Televisions,null,null,Katayama,3198.0,VZAQLWEGXU
2018-07-02,Televisions,null,null,Shimada,2351.0,GHOAPVUVYL
2018-07-02,Dishwashers,null,null,Matsumoto,444.0,UPHDCCFDRL
2018-07-02,Air,Conditioners,null,Toshino,6530.0,RVFWTWSMNU
2018-07-02,Dishwashers,null,null,Nanase,4082.0,AVXSMNNRDX
2018-07-02,Vacuum,Cleaners,null,Hayashida,532.0,GCPKFKSEWG
2018-07-02,Ovens,&,Cooktops,Omuro,22045.0,HWTFIGIXOL
2018-07-02,Refrigerators,null,null,Yoshikawa,6544.0,UG2IU3EFWI
2018-07-02,Air,Conditioners,null,Funami,2843.0,HWQKLKDVSB
2018-07-02,Dishwashers,null,null,Katayama,807.0,ZWNGQMERMH
2018-07-02,Rice,Cookers,null,Funami,8887.0,YPD6CTR0JA
2018-07-02,Vacuum,Cleaners,null,Hisami,1524.0,VNZSEQOSNP
2018-07-02,Vacuum,Cleaners,null,Funami,844.0,VEWPPXWTWS
2018-07-02,Washers,&,Dryers,Shimada,2797.0,RBRMDIXXGL
2018-07-02,Water,Heaters,null,Furutani,2023.0,PF4KB33DVZ
2018-07-02,Air,Conditioners,null,Yoshikawa,7030.0,NTMMOBBPEE
