Date,Category1,Category2,Category3,Maker,Sales,Identifier
2012-07-02,Refrigerators,null,null,Yoshikawa,6007.0,UG2IU3EFWI
2012-07-02,Refrigerators,null,null,Shimada,1794.0,SFCA6H6QNU
2012-07-02,Air,Conditioners,null,Toshino,3648.0,RVFWTWSMNU
2012-07-02,Refrigerators,null,null,Nanase,525.0,GQUIAFQIRH
2012-07-02,Air,Conditioners,null,Akaza,1247.0,IVOI4I03JA
2012-07-02,Refrigerators,null,null,Omuro,7331.0,FUWHINIXUA
2012-07-02,Rice,Cookers,null,Matsumoto,3256.0,TJLYGOSEBQ
2012-07-02,Refrigerators,null,null,Akaza,1237.0,XVIOZZOUTN
2012-07-02,Vacuum,Cleaners,null,Hisami,1203.0,VNZSEQOSNP
2012-07-02,Ovens,&,Cooktops,Ikeda,174.0,ZTEIJGNYNC
2012-07-02,Washers,&,Dryers,Okamoto,2317.0,FUFHZH9WRW
2012-07-02,Water,Pumps,null,Yoshikawa,,TLSY3MWMK8
2012-07-02,Dishwashers,null,null,Nanase,2902.0,AVXSMNNRDX
2012-07-02,Rice,Cookers,null,Ikeda,972.0,JYINACMKHE
2012-07-02,Dishwashers,null,null,Katayama,,ZWNGQMERMH
2012-07-02,Televisions,null,null,Shimada,529.0,GHOAPVUVYL
2012-07-02,Washers,&,Dryers,Hayashida,2398.0,AHJK2FTTBH
2012-07-02,Vacuum,Cleaners,null,Toshino,638.0,NHXJMH55UY
2012-07-02,Air,Conditioners,null,Yoshikawa,1855.0,NTMMOBBPEE
2012-07-02,Rice,Cookers,null,Toshino,4851.0,ECQPIOYXZO
2012-07-02,Water,Heaters,null,Furutani,570.0,PF4KB33DVZ
2012-07-02,Vacuum,Cleaners,null,Funami,788.0,VEWPPXWTWS
2012-07-02,Washers,&,Dryers,Shimada,7104.0,RBRMDIXXGL
2012-07-02,Televisions,null,null,Okamoto,750.0,HANYALJGGA
2012-07-02,Ovens,&,Cooktops,Akaza,341.0,PHFB77Q5OA
2012-07-02,Ovens,&,Cooktops,Omuro,37718.0,HWTFIGIXOL
2012-07-02,Rice,Cookers,null,Akaza,849.0,KSNN8R2CCO
2012-07-02,Water,Heaters,null,Sugiura,967.0,UPJKNMIDRB
2012-07-02,Vacuum,Cleaners,null,Akaza,648.0,ZBYVQNRPUP
2012-07-02,Water,Pumps,null,Furutani,11788.0,FVDHIZGQRC
2012-07-02,Refrigerators,null,null,Hisami,120.0,MXC7NMNBIW
2012-07-02,Washers,&,Dryers,Akaza,6898.0,VUQUQMHODG
2012-07-02,Ovens,&,Cooktops,Sugiura,3470.0,LBABGBBMJJ
2012-07-02,Dishwashers,null,null,Matsumoto,708.0,UPHDCCFDRL
2012-07-02,Air,Conditioners,null,Funami,1271.0,HWQKLKDVSB
2012-07-02,Ovens,&,Cooktops,Toshino,3037.0,LFIEXBAPFQ
2012-07-02,Rice,Cookers,null,Funami,2916.0,YPD6CTR0JA
2012-07-02,Vacuum,Cleaners,null,Hayashida,195.0,GCPKFKSEWG
2012-07-02,Water,Pumps,null,Funami,18164.0,ZJPMAJIMIT
2012-07-02,Dishwashers,null,null,Sugiura,1151.0,KR2Q6QT8PE
2012-07-02,Washers,&,Dryers,Kikuma,1109.0,QFY2WV5LUE
2012-07-02,Refrigerators,null,null,Funami,1088.0,BIBIOOIHA
2012-07-02,Rice,Cookers,null,Furutani,4700.0,ZJZZJNDFOZ
2012-07-02,Ovens,&,Cooktops,Shimada,1568.0,WVJTPVZKAQ
2012-07-02,Televisions,null,null,Katayama,190.0,VZAQLWEGXU
2012-07-03,Refrigerators,null,null,Akaza,1237.0,XVIOZZOUTN
2012-07-03,Rice,Cookers,null,Akaza,840.0,KSNN8R2CCO
2012-07-03,Water,Heaters,null,Furutani,577.0,PF4KB33DVZ
2012-07-03,Rice,Cookers,null,Toshino,4920.0,ECQPIOYXZO
2012-07-03,Refrigerators,null,null,Hisami,116.0,MXC7NMNBIW
2012-07-03,Air,Conditioners,null,Toshino,3686.0,RVFWTWSMNU
2012-07-03,Air,Conditioners,null,Yoshikawa,1875.0,NTMMOBBPEE
2012-07-03,Water,Pumps,null,Funami,18637.0,ZJPMAJIMIT
2012-07-03,Rice,Cookers,null,Funami,2921.0,YPD6CTR0JA
2012-07-03,Vacuum,Cleaners,null,Toshino,631.0,NHXJMH55UY
2012-07-03,Rice,Cookers,null,Matsumoto,3233.0,TJLYGOSEBQ
2012-07-03,Dishwashers,null,null,Katayama,993.0,ZWNGQMERMH
2012-07-03,Washers,&,Dryers,Akaza,6960.0,VUQUQMHODG
2012-07-03,Dishwashers,null,null,Nanase,2817.0,AVXSMNNRDX
2012-07-03,Ovens,&,Cooktops,Ikeda,179.0,ZTEIJGNYNC
2012-07-03,Televisions,null,null,Okamoto,752.0,HANYALJGGA
2012-07-03,Dishwashers,null,null,Matsumoto,708.0,UPHDCCFDRL
2012-07-03,Ovens,&,Cooktops,Shimada,1541.0,WVJTPVZKAQ
2012-07-03,Televisions,null,null,Katayama,,VZAQLWEGXU
2012-07-03,Washers,&,Dryers,Shimada,7457.0,RBRMDIXXGL
2012-07-03,Air,Conditioners,null,Akaza,1234.0,IVOI4I03JA
2012-07-03,Water,Pumps,null,Yoshikawa,2566.0,TLSY3MWMK8
2012-07-03,Ovens,&,Cooktops,Sugiura,3540.0,LBABGBBMJJ
2012-07-03,Rice,Cookers,null,Furutani,4934.0,ZJZZJNDFOZ
2012-07-03,Water,Pumps,null,Furutani,12105.0,FVDHIZGQRC
2012-07-03,Washers,&,Dryers,Kikuma,1090.0,QFY2WV5LUE
2012-07-03,Washers,&,Dryers,Okamoto,2346.0,FUFHZH9WRW
