Date,Category1,Category2,Category3,Maker,Sales,Identifier
2011-07-01,Televisions,null,null,Okamoto,698.0,HANYALJGGA
2011-07-01,Ovens,&,Cooktops,Shimada,2497.0,WVJTPVZKAQ
2011-07-01,Dishwashers,null,null,Sugiura,1767.0,KR2Q6QT8PE
2011-07-01,Rice,Cookers,null,Akaza,448.0,KSNN8R2CCO
2011-07-01,Ovens,&,Cooktops,Ikeda,262.0,ZTEIJGNYNC
2011-07-01,Water,Pumps,null,Yoshikawa,2219.0,TLSY3MWMK8
2011-07-01,Refrigerators,null,null,Yoshikawa,5865.0,UG2IU3EFWI
2011-07-01,Washers,&,Dryers,Akaza,6567.0,VUQUQMHODG
2011-07-01,Water,Heaters,null,Furutani,627.0,PF4KB33DVZ
2011-07-01,Ovens,&,Cooktops,Toshino,4240.0,LFIEXBAPFQ
2011-07-01,Rice,Cookers,null,Furutani,2990.0,ZJZZJNDFOZ
2011-07-01,Refrigerators,null,null,Akaza,1408.0,XVIOZZOUTN
2011-07-01,Refrigerators,null,null,Nanase,627.0,GQUIAFQIRH
2011-07-01,Refrigerators,null,null,Hisami,156.0,MXC7NMNBIW
2011-07-01,Water,Heaters,null,Sugiura,612.0,UPJKNMIDRB
2011-07-01,Air,Conditioners,null,Yoshikawa,,NTMMOBBPEE
2011-07-01,Dishwashers,null,null,Matsumoto,992.0,UPHDCCFDRL
2011-07-01,Water,Pumps,null,Furutani,9860.0,FVDHIZGQRC
2011-07-01,Air,Conditioners,null,Akaza,1681.0,IVOI4I03JA
2011-07-01,Vacuum,Cleaners,null,Toshino,512.0,NHXJMH55UY
2011-07-01,Air,Conditioners,null,Funami,1344.0,HWQKLKDVSB
2011-07-01,Televisions,null,null,Katayama,89.0,VZAQLWEGXU
2011-07-01,Washers,&,Dryers,Shimada,4025.0,RBRMDIXXGL
2011-07-01,Vacuum,Cleaners,null,Akaza,421.0,ZBYVQNRPUP
2011-07-01,Ovens,&,Cooktops,Sugiura,4048.0,LBABGBBMJJ
2011-07-01,Washers,&,Dryers,Kikuma,1043.0,QFY2WV5LUE
2011-07-01,Rice,Cookers,null,Funami,2781.0,YPD6CTR0JA
