Date,Category1,Category2,Category3,Maker,Sales,Identifier
2017-01-02,Water,Heaters,null,Yoshikawa,550.0,DUVTZNWNAB
2017-01-02,Rice,Cookers,null,Akaza,1643.0,KSNN8R2CCO
2017-01-02,Air,Conditioners,null,Funami,2332.0,HWQKLKDVSB
2017-01-02,Water,Pumps,null,Furutani,9185.0,FVDHIZGQRC
2017-01-02,Ovens,&,Cooktops,Shimada,1690.0,WVJTPVZKAQ
2017-01-02,Vacuum,Cleaners,null,Hayashida,566.0,GCPKFKSEWG
2017-01-02,Rice,Cookers,null,Furutani,7757.0,ZJZZJNDFOZ
2017-01-02,Water,Heaters,null,Sugiura,2364.0,UPJKNMIDRB
2017-01-02,Televisions,null,null,Katayama,4685.0,VZAQLWEGXU
2017-01-02,Refrigerators,null,null,Nanase,1031.0,GQUIAFQIRH
2017-01-02,Rice,Cookers,null,Ikeda,1448.0,JYINACMKHE
2017-01-02,Refrigerators,null,null,Shimada,2557.0,SFCA6H6QNU
2017-01-02,Air,Conditioners,null,Yoshikawa,5529.0,NTMMOBBPEE
2017-01-02,Rice,Cookers,null,Toshino,7942.0,ECQPIOYXZO
2017-01-02,Washers,&,Dryers,Hayashida,817.0,AHJK2FTTBH
2017-01-02,Refrigerators,null,null,Omuro,15507.0,FUWHINIXUA
2017-01-02,Rice,Cookers,null,Matsumoto,3098.0,TJLYGOSEBQ
2017-01-02,Dishwashers,null,null,Nanase,2826.0,AVXSMNNRDX
2017-01-02,Ovens,&,Cooktops,Akaza,247.0,PHFB77Q5OA
2017-01-02,Dishwashers,null,null,Sugiura,904.0,KR2Q6QT8PE
2017-01-02,Vacuum,Cleaners,null,Akaza,1338.0,ZBYVQNRPUP
2017-01-02,Refrigerators,null,null,Funami,837.0,BIBIOOIHA
2017-01-02,Rice,Cookers,null,Funami,8584.0,YPD6CTR0JA
2017-01-02,Water,Heaters,null,Omuro,2553.0,POEZMGDXLN
2017-01-02,Water,Pumps,null,Yoshikawa,897.0,TLSY3MWMK8
2017-01-02,Water,Heaters,null,Ikeda,829.0,AHSRVKIOLJ
2017-01-02,Vacuum,Cleaners,null,Funami,1327.0,VEWPPXWTWS
2017-01-02,Ovens,&,Cooktops,Omuro,16886.0,HWTFIGIXOL
2017-01-02,Televisions,null,null,Shimada,2754.0,GHOAPVUVYL
2017-01-02,Refrigerators,null,null,Yoshikawa,3703.0,UG2IU3EFWI
2017-01-02,Ovens,&,Cooktops,Sugiura,2691.0,LBABGBBMJJ
2017-01-02,Washers,&,Dryers,Kikuma,1917.0,QFY2WV5LUE
2017-01-02,Televisions,null,null,Okamoto,1515.0,HANYALJGGA
2017-01-02,Ovens,&,Cooktops,Ikeda,421.0,ZTEIJGNYNC
2017-01-02,Washers,&,Dryers,Shimada,1312.0,RBRMDIXXGL
2017-01-02,Vacuum,Cleaners,null,Hisami,1762.0,VNZSEQOSNP
2017-01-02,Washers,&,Dryers,Akaza,8261.0,VUQUQMHODG
2017-01-02,Ovens,&,Cooktops,Toshino,2497.0,LFIEXBAPFQ
2017-01-02,Televisions,null,null,Kikuma,263.0,FRBLLORNXN
2017-01-02,Refrigerators,null,null,Hisami,354.0,MXC7NMNBIW
2017-01-02,Vacuum,Cleaners,null,Toshino,574.0,NHXJMH55UY
2017-01-02,Air,Conditioners,null,Toshino,5767.0,RVFWTWSMNU
2017-01-02,Air,Conditioners,null,Akaza,1731.0,IVOI4I03JA
2017-01-02,Dishwashers,null,null,Katayama,1080.0,ZWNGQMERMH
2017-01-02,Dishwashers,null,null,Matsumoto,772.0,UPHDCCFDRL
2017-01-02,Water,Pumps,null,Funami,15415.0,ZJPMAJIMIT
2017-01-02,Water,Pumps,null,Ikeda,2781.0,VYD6DV2OVE
2017-01-02,Refrigerators,null,null,Akaza,544.0,XVIOZZOUTN
2017-01-02,Water,Heaters,null,Furutani,3815.0,PF4KB33DVZ
2017-01-02,Washers,&,Dryers,Okamoto,1072.0,FUFHZH9WRW
2017-01-03,Water,Heaters,null,Omuro,2547.0,POEZMGDXLN
2017-01-03,Dishwashers,null,null,Matsumoto,777.0,UPHDCCFDRL
2017-01-03,Washers,&,Dryers,Akaza,8210.0,VUQUQMHODG
2017-01-03,Refrigerators,null,null,Funami,842.0,BIBIOOIHA
2017-01-03,Televisions,null,null,Kikuma,255.0,FRBLLORNXN
2017-01-03,Vacuum,Cleaners,null,Akaza,1298.0,ZBYVQNRPUP
2017-01-03,Rice,Cookers,null,Funami,8617.0,YPD6CTR0JA
2017-01-03,Rice,Cookers,null,Matsumoto,3141.0,TJLYGOSEBQ
2017-01-03,Water,Pumps,null,Ikeda,2693.0,VYD6DV2OVE
2017-01-03,Ovens,&,Cooktops,Ikeda,430.0,ZTEIJGNYNC
2017-01-03,Water,Pumps,null,Yoshikawa,910.0,TLSY3MWMK8
2017-01-03,Air,Conditioners,null,Akaza,1704.0,IVOI4I03JA
2017-01-03,Vacuum,Cleaners,null,Toshino,569.0,NHXJMH55UY
2017-01-03,Dishwashers,null,null,Nanase,2786.0,AVXSMNNRDX
2017-01-03,Refrigerators,null,null,Akaza,526.0,XVIOZZOUTN
2017-01-03,Washers,&,Dryers,Kikuma,1918.0,QFY2WV5LUE
2017-01-03,Water,Heaters,null,Ikeda,814.0,AHSRVKIOLJ
2017-01-03,Dishwashers,null,null,Sugiura,877.0,KR2Q6QT8PE
2017-01-03,Refrigerators,null,null,Omuro,15760.0,FUWHINIXUA
2017-01-03,Water,Pumps,null,Funami,15275.0,ZJPMAJIMIT
2017-01-03,Rice,Cookers,null,Toshino,7711.0,ECQPIOYXZO
2017-01-03,Washers,&,Dryers,Hayashida,806.0,AHJK2FTTBH
2017-01-03,Ovens,&,Cooktops,Akaza,256.0,PHFB77Q5OA
2017-01-03,Water,Heaters,null,Furutani,3698.0,PF4KB33DVZ
2017-01-03,Televisions,null,null,Okamoto,1518.0,HANYALJGGA
2017-01-03,Washers,&,Dryers,Okamoto,1063.0,FUFHZH9WRW
2017-01-03,Refrigerators,null,null,Yoshikawa,3669.0,UG2IU3EFWI
2017-01-03,Vacuum,Cleaners,null,Funami,1309.0,VEWPPXWTWS
2017-01-03,Vacuum,Cleaners,null,Hayashida,582.0,GCPKFKSEWG
2017-01-03,Ovens,&,Cooktops,Toshino,2546.0,LFIEXBAPFQ
2017-01-03,Ovens,&,Cooktops,Shimada,1745.0,WVJTPVZKAQ
2017-01-03,Air,Conditioners,null,Funami,2376.0,HWQKLKDVSB
2017-01-03,Refrigerators,null,null,Hisami,372.0,MXC7NMNBIW
2017-01-03,Ovens,&,Cooktops,Sugiura,2826.0,LBABGBBMJJ
2017-01-03,Refrigerators,null,null,Nanase,821.0,GQUIAFQIRH
2017-01-03,Rice,Cookers,null,Akaza,1751.0,KSNN8R2CCO
2017-01-03,Televisions,null,null,Shimada,2720.0,GHOAPVUVYL
2017-01-03,Water,Pumps,null,Furutani,9119.0,FVDHIZGQRC
2017-01-03,Air,Conditioners,null,Toshino,,RVFWTWSMNU
2017-01-03,Rice,Cookers,null,Furutani,7749.0,ZJZZJNDFOZ
2017-01-03,Water,Heaters,null,Sugiura,2393.0,UPJKNMIDRB
2017-01-03,Water,Heaters,null,Yoshikawa,543.0,DUVTZNWNAB
2017-01-03,Ovens,&,Cooktops,Omuro,17286.0,HWTFIGIXOL
2017-01-03,Dishwashers,null,null,Katayama,1105.0,ZWNGQMERMH
2017-01-03,Refrigerators,null,null,Shimada,,SFCA6H6QNU
2017-01-03,Air,Conditioners,null,Yoshikawa,5465.0,NTMMOBBPEE
2017-01-03,Rice,Cookers,null,Ikeda,1522.0,JYINACMKHE
2017-01-03,Televisions,null,null,Katayama,4709.0,VZAQLWEGXU
2017-01-03,Vacuum,Cleaners,null,Hisami,1720.0,VNZSEQOSNP
2017-01-03,Washers,&,Dryers,Shimada,1329.0,RBRMDIXXGL
2017-01-04,Dishwashers,null,null,Sugiura,873.0,KR2Q6QT8PE
2017-01-04,Rice,Cookers,null,Funami,8610.0,YPD6CTR0JA
2017-01-04,Refrigerators,null,null,Shimada,2557.0,SFCA6H6QNU
2017-01-04,Refrigerators,null,null,Yoshikawa,3688.0,UG2IU3EFWI
2017-01-04,Washers,&,Dryers,Hayashida,834.0,AHJK2FTTBH
2017-01-04,Water,Heaters,null,Yoshikawa,559.0,DUVTZNWNAB
2017-01-04,Water,Pumps,null,Ikeda,2032.0,VYD6DV2OVE
2017-01-04,Washers,&,Dryers,Kikuma,1923.0,QFY2WV5LUE
2017-01-04,Vacuum,Cleaners,null,Funami,1351.0,VEWPPXWTWS
2017-01-04,Vacuum,Cleaners,null,Akaza,1331.0,ZBYVQNRPUP
2017-01-04,Water,Heaters,null,Ikeda,832.0,AHSRVKIOLJ
2017-01-04,Ovens,&,Cooktops,Sugiura,2873.0,LBABGBBMJJ
2017-01-04,Dishwashers,null,null,Matsumoto,774.0,UPHDCCFDRL
2017-01-04,Air,Conditioners,null,Akaza,1791.0,IVOI4I03JA
2017-01-04,Washers,&,Dryers,Okamoto,1076.0,FUFHZH9WRW
2017-01-04,Water,Pumps,null,Furutani,9435.0,FVDHIZGQRC
2017-01-04,Televisions,null,null,Katayama,4694.0,VZAQLWEGXU
2017-01-04,Air,Conditioners,null,Yoshikawa,5575.0,NTMMOBBPEE
2017-01-04,Refrigerators,null,null,Funami,853.0,BIBIOOIHA
2017-01-04,Dishwashers,null,null,Katayama,1073.0,ZWNGQMERMH
2017-01-04,Air,Conditioners,null,Funami,2432.0,HWQKLKDVSB
2017-01-04,Washers,&,Dryers,Shimada,1302.0,RBRMDIXXGL
2017-01-04,Dishwashers,null,null,Nanase,2711.0,AVXSMNNRDX
