Date,Category1,Category2,Category3,Maker,Sales,Identifier
2010-04-01,Dishwashers,null,null,Nanase,4708.0,AVXSMNNRDX
2010-04-01,Rice,Cookers,null,Ikeda,279.0,JYINACMKHE
2010-04-01,Vacuum,Cleaners,null,Hayashida,149.0,GCPKFKSEWG
2010-04-01,Water,Heaters,null,Furutani,614.0,PF4KB33DVZ
2010-04-01,Refrigerators,null,null,Akaza,1122.0,XVIOZZOUTN
2010-04-01,Refrigerators,null,null,Yoshikawa,5285.0,UG2IU3EFWI
2010-04-01,Dishwashers,null,null,Sugiura,2025.0,KR2Q6QT8PE
2010-04-01,Vacuum,Cleaners,null,Hisami,628.0,VNZSEQOSNP
2010-04-01,Rice,Cookers,null,Matsumoto,569.0,TJLYGOSEBQ
2010-04-01,Water,Pumps,null,Funami,14649.0,ZJPMAJIMIT
2010-04-01,Washers,&,Dryers,Akaza,4454.0,VUQUQMHODG
2010-04-01,Refrigerators,null,null,Shimada,1134.0,SFCA6H6QNU
2010-04-01,Refrigerators,null,null,Nanase,373.0,GQUIAFQIRH
2010-04-01,Water,Pumps,null,Yoshikawa,2130.0,TLSY3MWMK8
2010-04-01,Rice,Cookers,null,Akaza,136.0,KSNN8R2CCO
2010-04-01,Ovens,&,Cooktops,Shimada,2021.0,WVJTPVZKAQ
2010-04-01,Rice,Cookers,null,Funami,1914.0,YPD6CTR0JA
2010-04-01,Televisions,null,null,Okamoto,369.0,HANYALJGGA
2010-04-01,Washers,&,Dryers,Kikuma,1304.0,QFY2WV5LUE
2010-04-01,Rice,Cookers,null,Toshino,3854.0,ECQPIOYXZO
2010-04-01,Ovens,&,Cooktops,Sugiura,4266.0,LBABGBBMJJ
2010-04-01,Vacuum,Cleaners,null,Toshino,456.0,NHXJMH55UY
2010-04-01,Ovens,&,Cooktops,Akaza,482.0,PHFB77Q5OA
2010-04-01,Dishwashers,null,null,Katayama,1579.0,ZWNGQMERMH
2010-04-01,Ovens,&,Cooktops,Toshino,3615.0,LFIEXBAPFQ
2010-04-01,Televisions,null,null,Katayama,77.0,VZAQLWEGXU
2010-04-01,Rice,Cookers,null,Furutani,2413.0,ZJZZJNDFOZ
2010-04-01,Air,Conditioners,null,Yoshikawa,1788.0,NTMMOBBPEE
2010-04-01,Washers,&,Dryers,Shimada,424.0,RBRMDIXXGL
2010-04-01,Air,Conditioners,null,Funami,876.0,HWQKLKDVSB
2010-04-01,Refrigerators,null,null,Funami,877.0,BIBIOOIHA
2010-04-01,Water,Heaters,null,Sugiura,318.0,UPJKNMIDRB
2010-04-01,Ovens,&,Cooktops,Omuro,38485.0,HWTFIGIXOL
2010-04-01,Air,Conditioners,null,Akaza,1390.0,IVOI4I03JA
2010-04-01,Vacuum,Cleaners,null,Funami,437.0,VEWPPXWTWS
2010-04-01,Refrigerators,null,null,Omuro,5432.0,FUWHINIXUA
2010-04-01,Vacuum,Cleaners,null,Akaza,,ZBYVQNRPUP
2010-04-01,Refrigerators,null,null,Hisami,114.0,MXC7NMNBIW
2010-04-01,Air,Conditioners,null,Toshino,2591.0,RVFWTWSMNU
2010-04-01,Televisions,null,null,Shimada,133.0,GHOAPVUVYL
2010-04-01,Ovens,&,Cooktops,Ikeda,489.0,ZTEIJGNYNC
2010-04-01,Water,Pumps,null,Furutani,7868.0,FVDHIZGQRC
2010-04-01,Washers,&,Dryers,Hayashida,269.0,AHJK2FTTBH
2010-04-01,Washers,&,Dryers,Okamoto,858.0,FUFHZH9WRW
2010-04-05,Vacuum,Cleaners,null,Toshino,484.0,NHXJMH55UY
2010-04-05,Refrigerators,null,null,Shimada,1378.0,SFCA6H6QNU
2010-04-05,Dishwashers,null,null,Katayama,1564.0,ZWNGQMERMH
2010-04-05,Dishwashers,null,null,Sugiura,1993.0,KR2Q6QT8PE
2010-04-05,Rice,Cookers,null,Ikeda,276.0,JYINACMKHE
2010-04-05,Vacuum,Cleaners,null,Funami,,VEWPPXWTWS
2010-04-05,Televisions,null,null,Katayama,89.0,VZAQLWEGXU
2010-04-05,Ovens,&,Cooktops,Sugiura,4271.0,LBABGBBMJJ
2010-04-05,Rice,Cookers,null,Furutani,2427.0,ZJZZJNDFOZ
2010-04-05,Televisions,null,null,Shimada,122.0,GHOAPVUVYL
2010-04-05,Water,Pumps,null,Yoshikawa,2142.0,TLSY3MWMK8
2010-04-05,Refrigerators,null,null,Akaza,1111.0,XVIOZZOUTN
2010-04-05,Rice,Cookers,null,Akaza,146.0,KSNN8R2CCO
2010-04-05,Air,Conditioners,null,Akaza,1518.0,IVOI4I03JA
2010-04-05,Refrigerators,null,null,Omuro,5745.0,FUWHINIXUA
2010-04-05,Vacuum,Cleaners,null,Hayashida,146.0,GCPKFKSEWG
2010-04-05,Ovens,&,Cooktops,Akaza,486.0,PHFB77Q5OA
2010-04-05,Rice,Cookers,null,Toshino,3887.0,ECQPIOYXZO
2010-04-05,Ovens,&,Cooktops,Toshino,,LFIEXBAPFQ
2010-04-05,Washers,&,Dryers,Okamoto,837.0,FUFHZH9WRW
2010-04-05,Vacuum,Cleaners,null,Akaza,447.0,ZBYVQNRPUP
