Date,Category1,Category2,Category3,Maker,Sales,Identifier
2018-10-01,Dishwashers,null,null,Ikeda,334.0,HO4RC4RTDS
2018-10-01,Refrigerators,null,null,Shimada,4301.0,SFCA6H6QNU
2018-10-01,Washers,&,Dryers,Shimada,1990.0,RBRMDIXXGL
2018-10-01,Water,Heaters,null,Ikeda,368.0,AHSRVKIOLJ
2018-10-01,Rice,Cookers,null,Akaza,2745.0,KSNN8R2CCO
2018-10-01,Dishwashers,null,null,Matsumoto,406.0,UPHDCCFDRL
2018-10-01,Washers,&,Dryers,Hayashida,2154.0,AHJK2FTTBH
2018-10-01,Ovens,&,Cooktops,Sugiura,2234.0,LBABGBBMJJ
2018-10-01,Water,Pumps,null,Yoshikawa,1087.0,TLSY3MWMK8
2018-10-01,Washers,&,Dryers,Kikuma,2179.0,QFY2WV5LUE
2018-10-01,Air,Conditioners,null,Yoshikawa,7491.0,NTMMOBBPEE
2018-10-01,Vacuum,Cleaners,null,Hisami,1172.0,VNZSEQOSNP
2018-10-01,Water,Heaters,null,Furutani,1584.0,PF4KB33DVZ
2018-10-01,Televisions,null,null,Okamoto,1375.0,HANYALJGGA
2018-10-01,Vacuum,Cleaners,null,Akaza,880.0,ZBYVQNRPUP
2018-10-01,Televisions,null,null,Kikuma,421.0,FRBLLORNXN
2018-10-01,Washers,&,Dryers,Akaza,7306.0,VUQUQMHODG
2018-10-01,Rice,Cookers,null,Furutani,9267.0,ZJZZJNDFOZ
2018-10-01,Ovens,&,Cooktops,Toshino,4395.0,LFIEXBAPFQ
2018-10-01,Ovens,&,Cooktops,Omuro,25988.0,HWTFIGIXOL
2018-10-01,Dishwashers,null,null,Katayama,753.0,ZWNGQMERMH
2018-10-01,Refrigerators,null,null,Funami,947.0,BIBIOOIHA
2018-10-01,Rice,Cookers,null,Matsumoto,4994.0,TJLYGOSEBQ
2018-10-01,Dishwashers,null,null,Sugiura,820.0,KR2Q6QT8PE
2018-10-01,Refrigerators,null,null,Hisami,361.0,MXC7NMNBIW
2018-10-01,Vacuum,Cleaners,null,Funami,630.0,VEWPPXWTWS
2018-10-01,Air,Conditioners,null,Akaza,2639.0,IVOI4I03JA
2018-10-01,Vacuum,Cleaners,null,Toshino,264.0,NHXJMH55UY
2018-10-01,Water,Pumps,null,Furutani,9591.0,FVDHIZGQRC
2018-10-01,Refrigerators,null,null,Nanase,839.0,GQUIAFQIRH
2018-10-01,Water,Pumps,null,Funami,17640.0,ZJPMAJIMIT
2018-10-01,Vacuum,Cleaners,null,Hayashida,506.0,GCPKFKSEWG
2018-10-01,Air,Conditioners,null,Funami,3171.0,HWQKLKDVSB
