Date,Category1,Category2,Category3,Maker,Sales,Identifier
2013-07-01,Water,Pumps,null,Furutani,16878.0,FVDHIZGQRC
2013-07-01,Televisions,null,null,Okamoto,1384.0,HANYALJGGA
2013-07-01,Dishwashers,null,null,Nanase,1953.0,AVXSMNNRDX
2013-07-01,Refrigerators,null,null,Nanase,649.0,GQUIAFQIRH
2013-07-01,Washers,&,Dryers,Kikuma,2277.0,QFY2WV5LUE
2013-07-01,Ovens,&,Cooktops,Shimada,,WVJTPVZKAQ
2013-07-01,Air,Conditioners,null,Funami,1584.0,HWQKLKDVSB
2013-07-01,Rice,Cookers,null,Matsumoto,4943.0,TJLYGOSEBQ
2013-07-01,Vacuum,Cleaners,null,Hayashida,362.0,GCPKFKSEWG
2013-07-01,Water,Heaters,null,Sugiura,1994.0,UPJKNMIDRB
2013-07-01,Refrigerators,null,null,Omuro,9899.0,FUWHINIXUA
2013-07-01,Rice,Cookers,null,Funami,6064.0,YPD6CTR0JA
2013-07-01,Ovens,&,Cooktops,Ikeda,250.0,ZTEIJGNYNC
2013-07-01,Vacuum,Cleaners,null,Hisami,1815.0,VNZSEQOSNP
2013-07-01,Ovens,&,Cooktops,Toshino,2618.0,LFIEXBAPFQ
2013-07-01,Washers,&,Dryers,Hayashida,3358.0,AHJK2FTTBH
2013-07-01,Dishwashers,null,null,Matsumoto,455.0,UPHDCCFDRL
2013-07-01,Washers,&,Dryers,Akaza,6825.0,VUQUQMHODG
2013-07-01,Refrigerators,null,null,Funami,1143.0,BIBIOOIHA
2013-07-01,Dishwashers,null,null,Sugiura,832.0,KR2Q6QT8PE
2013-07-01,Air,Conditioners,null,Toshino,4428.0,RVFWTWSMNU
2013-07-01,Air,Conditioners,null,Yoshikawa,4294.0,NTMMOBBPEE
2013-07-01,Refrigerators,null,null,Hisami,113.0,MXC7NMNBIW
2013-07-01,Rice,Cookers,null,Furutani,5893.0,ZJZZJNDFOZ
2013-07-01,Ovens,&,Cooktops,Omuro,28302.0,HWTFIGIXOL
2013-07-01,Refrigerators,null,null,Akaza,1446.0,XVIOZZOUTN
2013-07-01,Ovens,&,Cooktops,Sugiura,5955.0,LBABGBBMJJ
2013-07-01,Vacuum,Cleaners,null,Toshino,1178.0,NHXJMH55UY
2013-07-01,Vacuum,Cleaners,null,Akaza,1276.0,ZBYVQNRPUP
2013-07-01,Water,Heaters,null,Omuro,726.0,POEZMGDXLN
2013-07-01,Water,Pumps,null,Funami,23599.0,ZJPMAJIMIT
2013-07-01,Dishwashers,null,null,Katayama,689.0,ZWNGQMERMH
2013-07-01,Televisions,null,null,Shimada,872.0,GHOAPVUVYL
2013-07-01,Televisions,null,null,Katayama,261.0,VZAQLWEGXU
2013-07-01,Ovens,&,Cooktops,Akaza,318.0,PHFB77Q5OA
2013-07-01,Washers,&,Dryers,Okamoto,3205.0,FUFHZH9WRW
2013-07-01,Water,Pumps,null,Yoshikawa,2617.0,TLSY3MWMK8
2013-07-01,Water,Heaters,null,Furutani,1258.0,PF4KB33DVZ
2013-07-01,Washers,&,Dryers,Shimada,5256.0,RBRMDIXXGL
2013-07-01,Water,Pumps,null,Ikeda,578.0,VYD6DV2OVE
2013-07-01,Refrigerators,null,null,Yoshikawa,5843.0,UG2IU3EFWI
2013-07-01,Air,Conditioners,null,Akaza,1152.0,IVOI4I03JA
2013-07-01,Rice,Cookers,null,Toshino,6845.0,ECQPIOYXZO
2013-07-01,Rice,Cookers,null,Akaza,1043.0,KSNN8R2CCO
