Date,Category1,Category2,Category3,Maker,Sales,Identifier
2019-04-01,Air,Conditioners,null,Toshino,7483.0,RVFWTWSMNU
2019-04-01,Vacuum,Cleaners,null,Toshino,231.0,NHXJMH55UY
2019-04-01,Ovens,&,Cooktops,Sugiura,2361.0,LBABGBBMJJ
2019-04-01,Ovens,&,Cooktops,Shimada,1356.0,WVJTPVZKAQ
2019-04-01,Dishwashers,null,null,Sugiura,936.0,KR2Q6QT8PE
2019-04-01,Ovens,&,Cooktops,Ikeda,371.0,ZTEIJGNYNC
2019-04-01,Water,Heaters,null,Sugiura,2194.0,UPJKNMIDRB
2019-04-01,Air,Conditioners,null,Funami,4159.0,HWQKLKDVSB
2019-04-01,Ovens,&,Cooktops,Omuro,23852.0,HWTFIGIXOL
2019-04-01,Vacuum,Cleaners,null,Akaza,1086.0,ZBYVQNRPUP
2019-04-01,Water,Pumps,null,Yoshikawa,2062.0,TLSY3MWMK8
2019-04-01,Washers,&,Dryers,Hayashida,2044.0,AHJK2FTTBH
2019-04-01,Rice,Cookers,null,Akaza,2543.0,KSNN8R2CCO
2019-04-01,Refrigerators,null,null,Nanase,904.0,GQUIAFQIRH
2019-04-01,Refrigerators,null,null,Omuro,27489.0,FUWHINIXUA
2019-04-01,Ovens,&,Cooktops,Toshino,4203.0,LFIEXBAPFQ
2019-04-01,Rice,Cookers,null,Matsumoto,,TJLYGOSEBQ
2019-04-01,Rice,Cookers,null,Ikeda,1747.0,JYINACMKHE
2019-04-01,Rice,Cookers,null,Toshino,6308.0,ECQPIOYXZO
2019-04-01,Air,Conditioners,null,Yoshikawa,9472.0,NTMMOBBPEE
2019-04-01,Refrigerators,null,null,Funami,1082.0,BIBIOOIHA
2019-04-01,Refrigerators,null,null,Hisami,316.0,MXC7NMNBIW
2019-04-01,Refrigerators,null,null,Shimada,5372.0,SFCA6H6QNU
2019-04-01,Air,Conditioners,null,Akaza,2384.0,IVOI4I03JA
2019-04-01,Washers,&,Dryers,Akaza,,VUQUQMHODG
2019-04-01,Water,Pumps,null,Ikeda,1287.0,VYD6DV2OVE
2019-04-01,Dishwashers,null,null,Ikeda,549.0,HO4RC4RTDS
2019-04-01,Rice,Cookers,null,Funami,9266.0,YPD6CTR0JA
2019-04-01,Vacuum,Cleaners,null,Hayashida,730.0,GCPKFKSEWG
2019-04-01,Dishwashers,null,null,Nanase,3557.0,AVXSMNNRDX
2019-04-01,Dishwashers,null,null,Matsumoto,465.0,UPHDCCFDRL
2019-04-01,Ovens,&,Cooktops,Akaza,761.0,PHFB77Q5OA
2019-04-01,Washers,&,Dryers,Okamoto,692.0,FUFHZH9WRW
2019-04-01,Dishwashers,null,null,Katayama,1307.0,ZWNGQMERMH
2019-04-01,Water,Heaters,null,Omuro,2018.0,POEZMGDXLN
2019-04-01,Refrigerators,null,null,Yoshikawa,9408.0,UG2IU3EFWI
2019-04-01,Televisions,null,null,Okamoto,1486.0,HANYALJGGA
2019-04-01,Water,Heaters,null,Ikeda,620.0,AHSRVKIOLJ
2019-04-01,Vacuum,Cleaners,null,Funami,1010.0,VEWPPXWTWS
2019-04-01,Washers,&,Dryers,Kikuma,2092.0,QFY2WV5LUE
2019-04-01,Televisions,null,null,Shimada,3765.0,GHOAPVUVYL
2019-04-01,Televisions,null,null,Katayama,4483.0,VZAQLWEGXU
2019-04-01,Vacuum,Cleaners,null,Hisami,1459.0,VNZSEQOSNP
2019-04-01,Water,Heaters,null,Yoshikawa,415.0,DUVTZNWNAB
2019-04-01,Water,Heaters,null,Furutani,2164.0,PF4KB33DVZ
2019-04-01,Water,Pumps,null,Funami,22305.0,ZJPMAJIMIT
2019-04-01,Washers,&,Dryers,Shimada,2747.0,RBRMDIXXGL
2019-04-01,Televisions,null,null,Kikuma,506.0,FRBLLORNXN
2019-04-01,Rice,Cookers,null,Furutani,9874.0,ZJZZJNDFOZ
2019-04-01,Water,Pumps,null,Furutani,13927.0,FVDHIZGQRC
2019-04-01,Refrigerators,null,null,Akaza,950.0,XVIOZZOUTN
2019-04-02,Rice,Cookers,null,Ikeda,1696.0,JYINACMKHE
2019-04-02,Water,Heaters,null,Ikeda,616.0,AHSRVKIOLJ
2019-04-02,Water,Pumps,null,Furutani,13737.0,FVDHIZGQRC
2019-04-02,Water,Heaters,null,Furutani,2141.0,PF4KB33DVZ
2019-04-02,Water,Heaters,null,Yoshikawa,407.0,DUVTZNWNAB
2019-04-02,Dishwashers,null,null,Matsumoto,448.0,UPHDCCFDRL
2019-04-02,Dishwashers,null,null,Sugiura,926.0,KR2Q6QT8PE
2019-04-02,Washers,&,Dryers,Okamoto,685.0,FUFHZH9WRW
2019-04-02,Dishwashers,null,null,Ikeda,556.0,HO4RC4RTDS
2019-04-02,Rice,Cookers,null,Funami,9006.0,YPD6CTR0JA
2019-04-02,Ovens,&,Cooktops,Toshino,4165.0,LFIEXBAPFQ
2019-04-02,Refrigerators,null,null,Omuro,27484.0,FUWHINIXUA
2019-04-02,Televisions,null,null,Okamoto,1505.0,HANYALJGGA
2019-04-02,Refrigerators,null,null,Funami,1118.0,BIBIOOIHA
2019-04-02,Refrigerators,null,null,Nanase,899.0,GQUIAFQIRH
2019-04-02,Washers,&,Dryers,Shimada,2724.0,RBRMDIXXGL
2019-04-02,Refrigerators,null,null,Akaza,923.0,XVIOZZOUTN
2019-04-02,Vacuum,Cleaners,null,Funami,1016.0,VEWPPXWTWS
2019-04-02,Vacuum,Cleaners,null,Toshino,235.0,NHXJMH55UY
2019-04-02,Ovens,&,Cooktops,Ikeda,369.0,ZTEIJGNYNC
2019-04-02,Rice,Cookers,null,Toshino,,ECQPIOYXZO
2019-04-02,Televisions,null,null,Katayama,4392.0,VZAQLWEGXU
2019-04-02,Water,Heaters,null,Omuro,1986.0,POEZMGDXLN
2019-04-02,Washers,&,Dryers,Kikuma,,QFY2WV5LUE
2019-04-02,Air,Conditioners,null,Toshino,7426.0,RVFWTWSMNU
2019-04-02,Ovens,&,Cooktops,Akaza,757.0,PHFB77Q5OA
2019-04-02,Televisions,null,null,Kikuma,495.0,FRBLLORNXN
2019-04-02,Ovens,&,Cooktops,Sugiura,2255.0,LBABGBBMJJ
2019-04-02,Ovens,&,Cooktops,Shimada,1319.0,WVJTPVZKAQ
2019-04-02,Refrigerators,null,null,Yoshikawa,9483.0,UG2IU3EFWI
2019-04-02,Vacuum,Cleaners,null,Hisami,1424.0,VNZSEQOSNP
2019-04-02,Rice,Cookers,null,Furutani,9858.0,ZJZZJNDFOZ
2019-04-02,Refrigerators,null,null,Hisami,321.0,MXC7NMNBIW
2019-04-02,Refrigerators,null,null,Shimada,5745.0,SFCA6H6QNU
2019-04-02,Air,Conditioners,null,Yoshikawa,9496.0,NTMMOBBPEE
2019-04-02,Water,Heaters,null,Sugiura,2175.0,UPJKNMIDRB
2019-04-02,Vacuum,Cleaners,null,Hayashida,745.0,GCPKFKSEWG
2019-04-02,Air,Conditioners,null,Funami,4158.0,HWQKLKDVSB
2019-04-02,Dishwashers,null,null,Nanase,3487.0,AVXSMNNRDX
2019-04-02,Washers,&,Dryers,Akaza,7412.0,VUQUQMHODG
2019-04-02,Vacuum,Cleaners,null,Akaza,1104.0,ZBYVQNRPUP
2019-04-02,Rice,Cookers,null,Akaza,2509.0,KSNN8R2CCO
2019-04-02,Water,Pumps,null,Funami,22282.0,ZJPMAJIMIT
2019-04-02,Washers,&,Dryers,Hayashida,1992.0,AHJK2FTTBH
2019-04-02,Water,Pumps,null,Yoshikawa,2066.0,TLSY3MWMK8
2019-04-02,Dishwashers,null,null,Katayama,1390.0,ZWNGQMERMH
2019-04-02,Water,Pumps,null,Ikeda,1238.0,VYD6DV2OVE
2019-04-02,Air,Conditioners,null,Akaza,2350.0,IVOI4I03JA
2019-04-02,Televisions,null,null,Shimada,3691.0,GHOAPVUVYL
2019-04-02,Ovens,&,Cooktops,Omuro,23942.0,HWTFIGIXOL
2019-04-02,Rice,Cookers,null,Matsumoto,6477.0,TJLYGOSEBQ
2019-04-03,Refrigerators,null,null,Hisami,321.0,MXC7NMNBIW
2019-04-03,Refrigerators,null,null,Funami,1101.0,BIBIOOIHA
2019-04-03,Rice,Cookers,null,Toshino,6180.0,ECQPIOYXZO
2019-04-03,Refrigerators,null,null,Shimada,5752.0,SFCA6H6QNU
2019-04-03,Ovens,&,Cooktops,Omuro,23918.0,HWTFIGIXOL
2019-04-03,Washers,&,Dryers,Kikuma,2109.0,QFY2WV5LUE
2019-04-03,Refrigerators,null,null,Nanase,899.0,GQUIAFQIRH
2019-04-03,Ovens,&,Cooktops,Shimada,1318.0,WVJTPVZKAQ
2019-04-03,Washers,&,Dryers,Okamoto,698.0,FUFHZH9WRW
