Date,Category1,Category2,Category3,Maker,Sales,Identifier
2019-07-01,Ovens,&,Cooktops,Toshino,3054.0,LFIEXBAPFQ
2019-07-01,Vacuum,Cleaners,null,Hisami,1542.0,VNZSEQOSNP
2019-07-01,Refrigerators,null,null,Nanase,889.0,GQUIAFQIRH
2019-07-01,Dishwashers,null,null,Sugiura,,KR2Q6QT8PE
2019-07-01,Dishwashers,null,null,Ikeda,518.0,HO4RC4RTDS
2019-07-01,Vacuum,Cleaners,null,Akaza,1167.0,ZBYVQNRPUP
2019-07-01,Air,Conditioners,null,Toshino,8019.0,RVFWTWSMNU
2019-07-01,Air,Conditioners,null,Yoshikawa,9377.0,NTMMOBBPEE
2019-07-01,Televisions,null,null,Okamoto,1456.0,HANYALJGGA
2019-07-01,Vacuum,Cleaners,null,Toshino,273.0,NHXJMH55UY
2019-07-01,Refrigerators,null,null,Omuro,29941.0,FUWHINIXUA
2019-07-01,Vacuum,Cleaners,null,Funami,1227.0,VEWPPXWTWS
2019-07-01,Ovens,&,Cooktops,Ikeda,390.0,ZTEIJGNYNC
2019-07-01,Ovens,&,Cooktops,Sugiura,2133.0,LBABGBBMJJ
2019-07-01,Washers,&,Dryers,Okamoto,730.0,FUFHZH9WRW
2019-07-01,Ovens,&,Cooktops,Shimada,1442.0,WVJTPVZKAQ
2019-07-01,Rice,Cookers,null,Furutani,8995.0,ZJZZJNDFOZ
2019-07-01,Washers,&,Dryers,Hayashida,2412.0,AHJK2FTTBH
2019-07-01,Rice,Cookers,null,Toshino,,ECQPIOYXZO
2019-07-01,Refrigerators,null,null,Funami,1127.0,BIBIOOIHA
2019-07-01,Water,Heaters,null,Yoshikawa,398.0,DUVTZNWNAB
2019-07-01,Water,Pumps,null,Ikeda,1255.0,VYD6DV2OVE
2019-07-01,Rice,Cookers,null,Ikeda,1525.0,JYINACMKHE
2019-07-01,Refrigerators,null,null,Akaza,783.0,XVIOZZOUTN
2019-07-01,Rice,Cookers,null,Matsumoto,4709.0,TJLYGOSEBQ
2019-07-01,Water,Heaters,null,Omuro,2014.0,POEZMGDXLN
2019-07-01,Refrigerators,null,null,Yoshikawa,4761.0,UG2IU3EFWI
2019-07-01,Air,Conditioners,null,Akaza,2524.0,IVOI4I03JA
2019-07-01,Water,Pumps,null,Funami,20678.0,ZJPMAJIMIT
2019-07-01,Water,Pumps,null,Furutani,12495.0,FVDHIZGQRC
2019-07-01,Vacuum,Cleaners,null,Hayashida,749.0,GCPKFKSEWG
2019-07-01,Dishwashers,null,null,Nanase,3159.0,AVXSMNNRDX
2019-07-01,Televisions,null,null,Katayama,2197.0,VZAQLWEGXU
2019-07-01,Dishwashers,null,null,Matsumoto,418.0,UPHDCCFDRL
2019-07-01,Ovens,&,Cooktops,Akaza,743.0,PHFB77Q5OA
2019-07-01,Televisions,null,null,Shimada,3308.0,GHOAPVUVYL
2019-07-01,Rice,Cookers,null,Akaza,2476.0,KSNN8R2CCO
2019-07-01,Water,Pumps,null,Yoshikawa,1590.0,TLSY3MWMK8
2019-07-01,Air,Conditioners,null,Funami,4415.0,HWQKLKDVSB
2019-07-01,Rice,Cookers,null,Funami,10106.0,YPD6CTR0JA
2019-07-01,Water,Heaters,null,Furutani,2218.0,PF4KB33DVZ
2019-07-01,Water,Heaters,null,Ikeda,593.0,AHSRVKIOLJ
2019-07-01,Washers,&,Dryers,Shimada,2622.0,RBRMDIXXGL
2019-07-01,Refrigerators,null,null,Hisami,291.0,MXC7NMNBIW
2019-07-01,Washers,&,Dryers,Akaza,7380.0,VUQUQMHODG
2019-07-01,Televisions,null,null,Kikuma,503.0,FRBLLORNXN
2019-07-01,Washers,&,Dryers,Kikuma,1897.0,QFY2WV5LUE
2019-07-01,Refrigerators,null,null,Shimada,5807.0,SFCA6H6QNU
2019-07-01,Water,Heaters,null,Sugiura,2454.0,UPJKNMIDRB
2019-07-01,Ovens,&,Cooktops,Omuro,17844.0,HWTFIGIXOL
2019-07-01,Dishwashers,null,null,Katayama,1142.0,ZWNGQMERMH
2019-07-02,Washers,&,Dryers,Hayashida,2400.0,AHJK2FTTBH
2019-07-02,Water,Pumps,null,Furutani,12684.0,FVDHIZGQRC
2019-07-02,Rice,Cookers,null,Toshino,7127.0,ECQPIOYXZO
2019-07-02,Dishwashers,null,null,Nanase,3088.0,AVXSMNNRDX
2019-07-02,Washers,&,Dryers,Okamoto,730.0,FUFHZH9WRW
2019-07-02,Washers,&,Dryers,Shimada,2652.0,RBRMDIXXGL
2019-07-02,Water,Heaters,null,Sugiura,2485.0,UPJKNMIDRB
2019-07-02,Vacuum,Cleaners,null,Hayashida,741.0,GCPKFKSEWG
2019-07-02,Vacuum,Cleaners,null,Funami,1189.0,VEWPPXWTWS
