Date,Category1,Category2,Category3,Maker,Sales,Identifier
2015-10-01,Ovens,&,Cooktops,Omuro,9823.0,HWTFIGIXOL
2015-10-01,Televisions,null,null,Okamoto,1388.0,HANYALJGGA
2015-10-01,Dishwashers,null,null,Sugiura,417.0,KR2Q6QT8PE
2015-10-01,Rice,Cookers,null,Toshino,5572.0,ECQPIOYXZO
2015-10-01,Ovens,&,Cooktops,Sugiura,,LBABGBBMJJ
2015-10-01,Vacuum,Cleaners,null,Toshino,917.0,NHXJMH55UY
2015-10-01,Ovens,&,Cooktops,Akaza,220.0,PHFB77Q5OA
2015-10-01,Air,Conditioners,null,Akaza,1022.0,IVOI4I03JA
2015-10-01,Air,Conditioners,null,Yoshikawa,4176.0,NTMMOBBPEE
2015-10-01,Water,Pumps,null,Funami,16519.0,ZJPMAJIMIT
2015-10-01,Washers,&,Dryers,Shimada,3006.0,RBRMDIXXGL
2015-10-01,Washers,&,Dryers,Akaza,5289.0,VUQUQMHODG
2015-10-01,Water,Heaters,null,Ikeda,805.0,AHSRVKIOLJ
2015-10-01,Refrigerators,null,null,Akaza,995.0,XVIOZZOUTN
2015-10-01,Water,Pumps,null,Yoshikawa,1000.0,TLSY3MWMK8
2015-10-01,Ovens,&,Cooktops,Shimada,526.0,WVJTPVZKAQ
2015-10-01,Vacuum,Cleaners,null,Funami,1123.0,VEWPPXWTWS
2015-10-01,Washers,&,Dryers,Hayashida,3353.0,AHJK2FTTBH
2015-10-01,Water,Heaters,null,Furutani,3407.0,PF4KB33DVZ
2015-10-01,Vacuum,Cleaners,null,Hayashida,333.0,GCPKFKSEWG
2015-10-01,Refrigerators,null,null,Funami,539.0,BIBIOOIHA
2015-10-01,Washers,&,Dryers,Okamoto,532.0,FUFHZH9WRW
2015-10-01,Televisions,null,null,Shimada,645.0,GHOAPVUVYL
2015-10-01,Refrigerators,null,null,Hisami,69.0,MXC7NMNBIW
2015-10-01,Refrigerators,null,null,Yoshikawa,2929.0,UG2IU3EFWI
2015-10-01,Air,Conditioners,null,Funami,1748.0,HWQKLKDVSB
2015-10-01,Ovens,&,Cooktops,Ikeda,352.0,ZTEIJGNYNC
2015-10-01,Water,Pumps,null,Furutani,9219.0,FVDHIZGQRC
2015-10-01,Refrigerators,null,null,Nanase,612.0,GQUIAFQIRH
2015-10-01,Ovens,&,Cooktops,Toshino,1125.0,LFIEXBAPFQ
2015-10-01,Televisions,null,null,Katayama,127.0,VZAQLWEGXU
2015-10-01,Dishwashers,null,null,Matsumoto,304.0,UPHDCCFDRL
2015-10-01,Dishwashers,null,null,Nanase,2542.0,AVXSMNNRDX
2015-10-01,Water,Pumps,null,Ikeda,283.0,VYD6DV2OVE
2015-10-01,Rice,Cookers,null,Matsumoto,2108.0,TJLYGOSEBQ
2015-10-01,Refrigerators,null,null,Shimada,3445.0,SFCA6H6QNU
2015-10-01,Vacuum,Cleaners,null,Hisami,1414.0,VNZSEQOSNP
2015-10-01,Air,Conditioners,null,Toshino,3977.0,RVFWTWSMNU
2015-10-01,Water,Heaters,null,Omuro,1615.0,POEZMGDXLN
2015-10-01,Washers,&,Dryers,Kikuma,1628.0,QFY2WV5LUE
2015-10-01,Water,Heaters,null,Sugiura,2471.0,UPJKNMIDRB
2015-10-01,Rice,Cookers,null,Funami,6294.0,YPD6CTR0JA
2015-10-01,Televisions,null,null,Kikuma,237.0,FRBLLORNXN
2015-10-01,Vacuum,Cleaners,null,Akaza,844.0,ZBYVQNRPUP
2015-10-01,Dishwashers,null,null,Katayama,675.0,ZWNGQMERMH
