Date,Category1,Category2,Category3,Maker,Sales,Identifier
2016-04-01,Air,Conditioners,null,Akaza,1724.0,IVOI4I03JA
2016-04-01,Water,Heaters,null,Sugiura,2443.0,UPJKNMIDRB
2016-04-01,Ovens,&,Cooktops,Toshino,1243.0,LFIEXBAPFQ
2016-04-01,Televisions,null,null,Shimada,1309.0,GHOAPVUVYL
2016-04-01,Refrigerators,null,null,Hisami,88.0,MXC7NMNBIW
2016-04-01,Refrigerators,null,null,Yoshikawa,3789.0,UG2IU3EFWI
2016-04-01,Washers,&,Dryers,Hayashida,3364.0,AHJK2FTTBH
2016-04-01,Water,Heaters,null,Omuro,2043.0,POEZMGDXLN
2016-04-01,Ovens,&,Cooktops,Shimada,658.0,WVJTPVZKAQ
2016-04-01,Water,Pumps,null,Furutani,10221.0,FVDHIZGQRC
2016-04-01,Refrigerators,null,null,Akaza,644.0,XVIOZZOUTN
2016-04-01,Vacuum,Cleaners,null,Akaza,1276.0,ZBYVQNRPUP
2016-04-01,Televisions,null,null,Okamoto,1452.0,HANYALJGGA
2016-04-01,Vacuum,Cleaners,null,Funami,1616.0,VEWPPXWTWS
2016-04-01,Air,Conditioners,null,Yoshikawa,5093.0,NTMMOBBPEE
2016-04-01,Refrigerators,null,null,Omuro,13298.0,FUWHINIXUA
2016-04-01,Washers,&,Dryers,Okamoto,799.0,FUFHZH9WRW
2016-04-01,Televisions,null,null,Kikuma,253.0,FRBLLORNXN
2016-04-01,Washers,&,Dryers,Shimada,1943.0,RBRMDIXXGL
2016-04-01,Rice,Cookers,null,Furutani,8646.0,ZJZZJNDFOZ
2016-04-01,Rice,Cookers,null,Akaza,1267.0,KSNN8R2CCO
2016-04-01,Water,Heaters,null,Ikeda,1012.0,AHSRVKIOLJ
2016-04-01,Washers,&,Dryers,Akaza,7301.0,VUQUQMHODG
2016-04-01,Vacuum,Cleaners,null,Hayashida,494.0,GCPKFKSEWG
2016-04-01,Vacuum,Cleaners,null,Hisami,1815.0,VNZSEQOSNP
2016-04-01,Air,Conditioners,null,Funami,2219.0,HWQKLKDVSB
2016-04-01,Rice,Cookers,null,Ikeda,814.0,JYINACMKHE
2016-04-01,Dishwashers,null,null,Katayama,739.0,ZWNGQMERMH
2016-04-01,Ovens,&,Cooktops,Omuro,6693.0,HWTFIGIXOL
2016-04-01,Water,Pumps,null,Funami,,ZJPMAJIMIT
2016-04-01,Rice,Cookers,null,Toshino,7211.0,ECQPIOYXZO
2016-04-01,Dishwashers,null,null,Sugiura,460.0,KR2Q6QT8PE
2016-04-01,Water,Pumps,null,Ikeda,398.0,VYD6DV2OVE
2016-04-01,Dishwashers,null,null,Nanase,1731.0,AVXSMNNRDX
2016-04-01,Water,Heaters,null,Furutani,3649.0,PF4KB33DVZ
2016-04-01,Refrigerators,null,null,Nanase,616.0,GQUIAFQIRH
2016-04-01,Ovens,&,Cooktops,Ikeda,322.0,ZTEIJGNYNC
2016-04-01,Ovens,&,Cooktops,Akaza,277.0,PHFB77Q5OA
2016-04-01,Dishwashers,null,null,Matsumoto,449.0,UPHDCCFDRL
2016-04-01,Vacuum,Cleaners,null,Toshino,819.0,NHXJMH55UY
2016-04-01,Washers,&,Dryers,Kikuma,2732.0,QFY2WV5LUE
2016-04-01,Rice,Cookers,null,Funami,7660.0,YPD6CTR0JA
2016-04-01,Rice,Cookers,null,Matsumoto,3508.0,TJLYGOSEBQ
2016-04-01,Televisions,null,null,Katayama,418.0,VZAQLWEGXU
2016-04-01,Ovens,&,Cooktops,Sugiura,2657.0,LBABGBBMJJ
2016-04-01,Water,Pumps,null,Yoshikawa,1075.0,TLSY3MWMK8
2016-04-01,Air,Conditioners,null,Toshino,5057.0,RVFWTWSMNU
2016-04-01,Refrigerators,null,null,Funami,569.0,BIBIOOIHA
2016-04-01,Refrigerators,null,null,Shimada,2809.0,SFCA6H6QNU
2016-04-04,Air,Conditioners,null,Toshino,5069.0,RVFWTWSMNU
2016-04-04,Refrigerators,null,null,Shimada,2798.0,SFCA6H6QNU
2016-04-04,Rice,Cookers,null,Matsumoto,3580.0,TJLYGOSEBQ
2016-04-04,Dishwashers,null,null,Matsumoto,464.0,UPHDCCFDRL
2016-04-04,Refrigerators,null,null,Omuro,13314.0,FUWHINIXUA
2016-04-04,Ovens,&,Cooktops,Omuro,,HWTFIGIXOL
2016-04-04,Washers,&,Dryers,Akaza,7413.0,VUQUQMHODG
2016-04-04,Televisions,null,null,Okamoto,1422.0,HANYALJGGA
2016-04-04,Vacuum,Cleaners,null,Akaza,1302.0,ZBYVQNRPUP
2016-04-04,Rice,Cookers,null,Funami,7709.0,YPD6CTR0JA
2016-04-04,Water,Pumps,null,Furutani,10208.0,FVDHIZGQRC
2016-04-04,Vacuum,Cleaners,null,Funami,1596.0,VEWPPXWTWS
2016-04-04,Televisions,null,null,Kikuma,253.0,FRBLLORNXN
2016-04-04,Water,Pumps,null,Ikeda,407.0,VYD6DV2OVE
2016-04-04,Vacuum,Cleaners,null,Hayashida,503.0,GCPKFKSEWG
2016-04-04,Televisions,null,null,Katayama,423.0,VZAQLWEGXU
2016-04-04,Water,Pumps,null,Funami,20132.0,ZJPMAJIMIT
2016-04-04,Rice,Cookers,null,Toshino,7217.0,ECQPIOYXZO
2016-04-04,Ovens,&,Cooktops,Ikeda,355.0,ZTEIJGNYNC
2016-04-04,Dishwashers,null,null,Sugiura,495.0,KR2Q6QT8PE
2016-04-04,Dishwashers,null,null,Nanase,1807.0,AVXSMNNRDX
2016-04-04,Water,Pumps,null,Yoshikawa,1076.0,TLSY3MWMK8
2016-04-04,Dishwashers,null,null,Katayama,749.0,ZWNGQMERMH
2016-04-04,Refrigerators,null,null,Funami,567.0,BIBIOOIHA
2016-04-04,Water,Heaters,null,Furutani,3657.0,PF4KB33DVZ
2016-04-04,Refrigerators,null,null,Nanase,612.0,GQUIAFQIRH
2016-04-04,Vacuum,Cleaners,null,Hisami,1814.0,VNZSEQOSNP
2016-04-04,Ovens,&,Cooktops,Akaza,275.0,PHFB77Q5OA
2016-04-04,Water,Heaters,null,Ikeda,1002.0,AHSRVKIOLJ
2016-04-04,Air,Conditioners,null,Funami,2227.0,HWQKLKDVSB
2016-04-04,Water,Heaters,null,Omuro,2103.0,POEZMGDXLN
2016-04-04,Washers,&,Dryers,Kikuma,2732.0,QFY2WV5LUE
2016-04-04,Refrigerators,null,null,Yoshikawa,3799.0,UG2IU3EFWI
2016-04-04,Washers,&,Dryers,Okamoto,770.0,FUFHZH9WRW
2016-04-04,Rice,Cookers,null,Furutani,8702.0,ZJZZJNDFOZ
2016-04-04,Rice,Cookers,null,Akaza,1284.0,KSNN8R2CCO
2016-04-04,Water,Heaters,null,Sugiura,2470.0,UPJKNMIDRB
2016-04-04,Rice,Cookers,null,Ikeda,834.0,JYINACMKHE
2016-04-04,Refrigerators,null,null,Hisami,80.0,MXC7NMNBIW
2016-04-04,Washers,&,Dryers,Shimada,1997.0,RBRMDIXXGL
2016-04-04,Washers,&,Dryers,Hayashida,3368.0,AHJK2FTTBH
2016-04-04,Ovens,&,Cooktops,Sugiura,2787.0,LBABGBBMJJ
2016-04-04,Ovens,&,Cooktops,Shimada,686.0,WVJTPVZKAQ
2016-04-04,Vacuum,Cleaners,null,Toshino,831.0,NHXJMH55UY
2016-04-04,Air,Conditioners,null,Yoshikawa,5102.0,NTMMOBBPEE
2016-04-04,Air,Conditioners,null,Akaza,1720.0,IVOI4I03JA
2016-04-04,Refrigerators,null,null,Akaza,691.0,XVIOZZOUTN
2016-04-04,Ovens,&,Cooktops,Toshino,1293.0,LFIEXBAPFQ
2016-04-04,Televisions,null,null,Shimada,1292.0,GHOAPVUVYL
2016-04-05,Ovens,&,Cooktops,Akaza,309.0,PHFB77Q5OA
2016-04-05,Rice,Cookers,null,Toshino,7157.0,ECQPIOYXZO
2016-04-05,Water,Heaters,null,Sugiura,2454.0,UPJKNMIDRB
2016-04-05,Refrigerators,null,null,Nanase,610.0,GQUIAFQIRH
2016-04-05,Washers,&,Dryers,Shimada,1982.0,RBRMDIXXGL
2016-04-05,Air,Conditioners,null,Yoshikawa,5198.0,NTMMOBBPEE
2016-04-05,Water,Heaters,null,Omuro,2123.0,POEZMGDXLN
2016-04-05,Dishwashers,null,null,Sugiura,506.0,KR2Q6QT8PE
2016-04-05,Washers,&,Dryers,Hayashida,3358.0,AHJK2FTTBH
2016-04-05,Dishwashers,null,null,Nanase,1789.0,AVXSMNNRDX
2016-04-05,Vacuum,Cleaners,null,Hisami,1823.0,VNZSEQOSNP
2016-04-05,Dishwashers,null,null,Katayama,740.0,ZWNGQMERMH
2016-04-05,Ovens,&,Cooktops,Shimada,662.0,WVJTPVZKAQ
2016-04-05,Air,Conditioners,null,Akaza,1731.0,IVOI4I03JA
2016-04-05,Rice,Cookers,null,Ikeda,802.0,JYINACMKHE
2016-04-05,Ovens,&,Cooktops,Ikeda,339.0,ZTEIJGNYNC
2016-04-05,Washers,&,Dryers,Kikuma,2728.0,QFY2WV5LUE
2016-04-05,Televisions,null,null,Katayama,451.0,VZAQLWEGXU
2016-04-05,Water,Pumps,null,Funami,20164.0,ZJPMAJIMIT
2016-04-05,Air,Conditioners,null,Funami,2226.0,HWQKLKDVSB
2016-04-05,Air,Conditioners,null,Toshino,5210.0,RVFWTWSMNU
2016-04-05,Refrigerators,null,null,Funami,,BIBIOOIHA
2016-04-05,Water,Heaters,null,Furutani,3624.0,PF4KB33DVZ
2016-04-05,Ovens,&,Cooktops,Omuro,6654.0,HWTFIGIXOL
2016-04-05,Refrigerators,null,null,Yoshikawa,3713.0,UG2IU3EFWI
2016-04-05,Washers,&,Dryers,Akaza,7281.0,VUQUQMHODG
